userId,movieId,rating,timestamp
496,112852,3.0,1415520462
391,1947,4.0,1030945141
387,1562,1.5,1095041022
474,2716,4.5,1053020930
483,88125,4.5,1311337237
375,344,4.0,1225314371
438,4388,2.5,1105654394
534,98491,4.0,1459792458
288,2719,2.0,976138991
288,1287,4.0,978465510
266,135,1.0,944891365
414,1040,3.0,965067631
599,2291,4.0,1498498815
381,52975,4.0,1187320040
474,3125,4.0,1014924099
182,3997,3.0,1063282530
301,46578,4.0,1211378321
338,27773,4.0,1530148366
391,10,3.0,1030944309
606,32862,4.0,1171813113
76,6539,2.0,1439168232
606,6789,4.0,1171375616
477,5449,4.0,1200946448
510,27790,3.0,1141159659
605,900,3.0,1277094974
288,30825,3.5,1128356997
290,1213,5.0,974938755
465,111,5.0,959895977
346,7013,4.0,1155066817
280,8638,4.5,1348534032
388,33615,5.0,1386694280
525,26662,4.0,1476480766
21,3462,3.0,1407617682
599,5016,3.0,1519243183
187,27660,4.5,1161849499
610,71910,2.5,1493848618
150,648,4.0,854203072
480,1320,2.0,1179178804
520,59315,5.0,1326610535
341,115149,3.5,1487203165
230,1387,1.0,1196304828
509,98491,4.0,1436083333
603,527,3.0,953925102
462,2411,1.0,1174438240
6,180,2.0,845555006
318,6539,3.5,1237233388
220,4027,5.0,1230060173
284,329,3.0,832695208
365,2005,3.0,1488333357
600,1263,5.0,1237743630
321,141,4.0,843212595
500,1875,4.0,1005527980
600,53322,1.0,1237851956
18,54272,3.5,1455232001
318,5989,4.0,1254132905
600,1693,1.0,1237759778
279,858,4.0,1506394191
249,4558,3.5,1354108136
599,663,2.0,1519185163
151,135,3.0,855947338
414,8836,2.5,1125295038
247,139385,5.0,1467646385
305,67923,4.0,1460304830
157,2686,3.0,992480036
414,30812,3.5,1216146615
20,2941,4.0,1054147411
3,1371,3.0,1306463561
249,93326,3.5,1347887090
246,4886,4.5,1354126516
573,5502,3.0,1248842682
509,110781,2.5,1436000431
36,1376,2.0,1100803435
318,3751,3.5,1262632193
567,80463,3.5,1525286310
225,1259,5.0,949111340
219,3248,2.0,1198782725
411,253,3.0,835532100
489,1391,2.5,1332773523
247,115713,5.0,1467644193
610,2022,3.5,1479542193
525,1954,3.5,1476482379
377,1200,4.5,1340343440
596,93510,3.5,1535827450
387,2455,3.5,1154834601
89,71535,3.5,1520408972
279,1222,4.0,1506394405
274,455,2.0,1171785330
286,1923,3.0,1119561952
610,4159,2.5,1493846917
210,77795,3.5,1533667604
509,93134,3.5,1435998203
380,147384,3.0,1494697398
448,1027,3.0,1019138960
600,4321,3.0,1237858433
50,3868,3.0,1514238939
206,141,4.0,850763267
97,3555,4.0,1043382848
555,3408,4.0,978839750
599,5450,2.0,1519233000
436,460,3.0,833531495
387,781,2.5,1094940645
561,7458,4.0,1491091452
599,75,1.0,1519353713
17,2959,4.5,1305696867
288,5989,3.5,1071523192
226,2514,2.5,1095694744
309,930,4.0,1166068873
51,2797,5.0,1230929516
288,2770,4.0,978559623
603,3246,4.0,953927375
453,785,4.0,1005967120
217,870,1.0,955945548
226,6934,2.5,1096422089
482,4270,4.0,1105396569
582,74458,4.0,1446792653
186,1876,4.0,1031072369
409,111,5.0,969059983
448,119141,3.5,1448050198
317,41997,2.0,1430517243
438,3316,2.0,1105672082
587,1292,4.0,953138131
153,1580,0.5,1525552893
444,589,4.0,839311109
602,501,2.0,840876032
438,2231,3.0,1105671103
160,1370,2.0,971115276
590,951,4.0,1264794190
388,4039,3.0,1386689494
201,2174,4.0,939821323
587,1028,4.0,953138012
28,6552,2.5,1237619395
555,3574,1.0,978842219
307,1328,0.5,1186084961
559,491,3.0,845476276
401,5218,3.5,1514347527
305,4239,3.5,1460303109
24,5418,4.0,1458941561
414,2006,2.0,1008691064
555,592,3.0,978749155
12,256,5.0,1247263375
448,3398,4.0,1092830342
73,86332,5.0,1464275342
385,1246,4.0,865026351
590,500,2.5,1258420556
274,48780,3.5,1177387076
121,595,3.0,847655945
603,1202,4.0,953928361
177,81932,4.0,1435525431
512,2,3.0,841449636
610,122924,3.5,1493845868
607,4015,1.0,997847387
72,1962,3.5,1217324659
202,480,4.0,974918825
219,4701,2.5,1194681445
483,1220,3.0,1181494985
389,733,5.0,857934242
610,60040,3.5,1493845556
177,6958,2.5,1435837751
339,1247,3.0,1460182534
274,2133,3.0,1288866272
409,1244,3.0,967920079
608,170,4.5,1117504807
4,2858,5.0,964539140
592,432,3.0,837350148
50,909,3.0,1514239063
387,750,5.0,1094875990
219,4238,3.0,1195944582
543,4886,5.0,1377069078
484,3273,3.0,1342297866
574,110,5.0,834634504
602,173,3.0,840875801
587,1376,4.0,953142126
567,164179,4.0,1525284805
608,6868,2.0,1117337067
351,4878,3.5,1333037601
514,26133,5.0,1535943975
200,2572,5.0,1229876838
380,3698,4.0,1495475915
606,3578,3.5,1171323835
428,2947,3.0,1111523497
523,31658,5.0,1503125963
266,1732,5.0,946506300
111,6187,3.5,1516144177
479,2700,5.0,1039367616
15,7438,3.0,1510572163
318,53894,4.0,1434395002
232,69122,4.0,1247190936
288,34048,3.0,1147093480
62,87520,2.0,1523788921
274,2587,4.0,1172033132
57,3681,4.0,965798574
226,3034,4.0,1095713349
474,4128,3.0,1118006535
191,427,1.0,829760897
477,1517,3.5,1200939952
217,2391,4.0,955942917
322,2882,2.5,1217675439
3,2851,5.0,1306463925
413,6378,5.0,1484439929
603,1958,4.0,953928203
102,593,4.0,835875943
567,102088,2.0,1525288435
510,750,4.5,1141158725
408,85412,4.0,1469351893
249,3615,3.5,1356439579
75,168,4.0,1158967185
610,90600,3.5,1493847740
471,8360,2.0,1496671908
410,4268,3.0,990728072
232,3977,3.0,1192670361
474,7762,3.5,1150143098
369,1356,3.5,1237082902
199,3998,3.0,1018206697
599,27306,1.5,1498503982
140,1250,5.0,942841937
83,7669,4.0,1332840342
567,142448,2.5,1525287922
182,3825,3.0,1063282704
105,1281,5.0,1447574313
600,2107,3.0,1237760501
244,3256,4.0,975090685
141,4896,3.0,1513130260
489,1186,4.0,1333232042
414,2816,1.0,991145383
497,131739,3.0,1429127171
372,1197,4.0,874414948
219,832,2.0,1200978047
234,1582,3.0,1004409049
414,477,3.5,1157472172
288,3771,3.0,976138069
298,72641,1.5,1447598782
356,4370,3.5,1229143565
490,4226,4.0,1334940351
297,1089,5.0,900871748
318,924,3.5,1312876245
307,32011,1.5,1189607323
234,2616,3.0,1004408531
265,608,4.0,965316088
19,1597,2.0,965711237
298,3301,2.5,1447598333
438,193,1.0,1105667336
555,3572,2.0,978842219
156,1077,4.0,946799495
136,340,4.0,832450093
105,108981,4.5,1448647811
36,1892,3.5,1100803720
489,64839,4.5,1332774676
42,1653,5.0,996218645
261,112138,4.0,1404881144
419,64197,5.0,1321853498
169,4018,4.5,1059494065
219,2542,4.0,1194681112
177,8970,4.0,1435524692
251,2028,5.0,1470676715
318,79139,3.0,1325442047
448,1,5.0,1019126661
172,1210,4.5,1291065631
533,54995,5.0,1424754132
367,1958,2.0,997812356
522,106100,0.5,1449724936
561,485,2.5,1491091881
105,665,4.5,1447574325
414,43928,2.5,1216151152
567,59784,2.5,1525287840
232,8361,3.5,1218166628
202,1358,4.0,974924687
226,4229,1.0,1095695395
91,5060,2.0,1112713641
452,3751,5.0,1019585417
89,135887,4.5,1520408722
469,2376,3.0,965334492
562,1307,5.0,1368893691
348,541,5.0,1378850657
608,5952,4.5,1117407736
351,2624,3.5,1326209706
432,81562,3.5,1315242767
474,27815,3.5,1115387479
177,70183,4.0,1435837313
573,1213,4.5,1186589246
24,31696,3.0,1458941958
599,2792,2.0,1498510825
554,901,4.0,944900345
328,2011,3.0,1494210902
141,4447,2.5,1513132073
390,59995,4.0,1250337222
305,139644,3.5,1460223585
50,3949,3.0,1514238231
587,2870,3.0,953138201
246,224,3.5,1355956356
577,952,4.0,945965795
425,1909,3.0,1085490746
155,141,3.0,961860789
368,3706,3.0,971276111
491,63859,4.0,1526673194
41,4890,3.0,1458940253
542,1732,0.5,1163387651
603,2708,4.0,954482153
483,46976,3.5,1185098249
182,1271,4.0,1055156626
600,1394,2.5,1237858373
367,910,4.0,997811632
95,2528,4.0,1105401149
599,1959,3.0,1519139634
597,2542,5.0,940361870
168,923,5.0,1306801900
222,4718,3.5,1391353653
239,4008,4.0,1221147533
432,2712,3.5,1316392595
177,1274,2.0,1435535036
400,356,4.5,1498870483
357,39,4.5,1348612128
298,4757,2.5,1447599619
480,8131,3.5,1179163130
275,5218,2.0,1049077854
553,55765,5.0,1219559219
497,593,4.0,1429127162
414,3847,2.0,966612823
28,27788,1.0,1242290224
610,71732,3.5,1493848688
600,8533,3.0,1237714291
125,4738,4.0,1474412893
525,292,3.5,1476477448
380,21,2.0,1493422718
599,81834,3.0,1498525401
232,3646,2.5,1218170285
599,18,3.0,1498523048
256,4973,4.0,1446580198
318,65631,4.0,1432578762
380,6297,4.0,1494528673
105,95175,5.0,1447410800
105,110,3.5,1446571835
141,71535,3.5,1513130522
391,1256,5.0,1032388098
91,27873,2.5,1112712039
469,3638,3.0,965335788
298,1285,2.5,1466277275
511,56941,4.0,1522154660
610,73211,4.0,1493849294
524,25,3.0,851608466
54,589,3.0,839921161
583,99117,2.0,1481474293
219,2890,3.0,1194687991
125,73488,2.0,1474414479
314,410,3.0,834398302
274,2808,2.5,1172008248
387,43904,2.0,1202222935
599,159403,3.0,1498540287
331,6936,4.0,1537158301
437,587,3.0,859721815
225,3024,2.0,949111054
177,64839,3.5,1435524967
517,919,4.5,1487954346
129,1573,3.5,1167375444
369,2706,3.5,1237082046
64,2699,3.5,1161521114
555,1089,5.0,978840250
562,50,4.0,1368894758
265,1527,4.0,965315141
414,72998,4.0,1261503960
414,3566,4.0,974736698
610,4144,3.5,1493849433
570,5349,4.0,1181478738
47,145839,3.5,1496210199
57,2797,3.0,969753274
448,92439,2.0,1351539673
234,3287,2.0,1004409410
167,733,3.5,1154718955
562,4720,4.0,1368892832
448,8644,3.0,1154957003
125,1285,3.5,1474412064
517,48738,1.0,1487953684
19,378,3.0,965707419
600,2918,4.0,1237712451
288,42732,4.0,1155584865
109,442,3.0,841108301
170,590,4.0,840380828
149,1584,3.0,902084716
96,50,5.0,964773008
374,480,4.0,849089125
332,96610,3.5,1352673699
19,2700,4.0,965705845
610,1291,4.5,1493850234
135,1515,2.0,1009691491
32,1356,4.0,856736262
17,1252,4.0,1307262291
220,1580,5.0,1230055820
483,733,3.5,1204277189
62,49649,1.5,1523047091
600,2973,3.5,1237763846
603,269,3.0,963180041
221,7361,4.0,1111178504
257,16,3.5,1141625441
474,6339,3.5,1071496055
199,41997,4.5,1261364263
318,26073,5.0,1456619819
177,1251,3.0,1435536455
372,1213,5.0,874415832
10,59421,2.0,1455398002
169,2804,5.0,1059427150
122,53519,4.5,1461562360
19,1371,3.0,965709622
141,109487,5.0,1513129896
382,111659,4.0,1515161029
68,1722,4.0,1158532986
508,2011,4.0,1268298269
457,1197,5.0,993610548
480,42418,4.0,1179163479
414,832,3.0,961517861
75,3681,5.0,1158990136
318,3300,3.5,1413054581
589,231,4.0,856046112
274,4887,3.5,1171828357
414,2707,3.0,961436515
474,935,2.5,1077286719
52,49651,4.5,1468052156
594,2058,4.5,1108974431
552,4025,1.0,1112151327
19,3396,5.0,965705896
555,587,5.0,978746552
290,899,5.0,975030750
182,5015,4.5,1054780581
522,1375,3.5,1297482389
414,475,5.0,961517481
391,5325,4.0,1030824826
380,1370,4.0,1494803529
448,2642,3.0,1019124858
610,4794,5.0,1479544831
419,5632,3.0,1318338293
274,2231,3.5,1284687048
198,903,4.0,1034137690
358,89386,0.5,1339545805
199,1889,4.0,995165354
43,380,3.0,848993628
380,48982,5.0,1494696354
556,112852,5.0,1534321287
318,188833,4.5,1535035971
368,431,3.0,975827681
197,924,4.0,947462579
65,89774,4.0,1494767219
587,2300,1.0,953137813
382,56171,4.0,1515162047
277,849,4.0,861813040
587,2289,4.0,953137911
132,7323,3.0,1157924142
85,1643,5.0,889466918
104,709,3.0,1048589254
103,99764,3.5,1431954625
265,590,3.0,965316589
165,5881,3.0,1046741509
318,49396,3.5,1325866908
514,785,2.5,1533946183
346,2160,4.5,1125859034
64,1213,5.0,1161520853
20,986,3.5,1054038204
608,65,2.0,1117415653
160,4638,0.5,1065992214
606,1958,4.0,1171377019
222,97921,2.5,1391348117
597,1240,4.0,940420695
177,247,3.0,1435891198
492,1356,4.0,863976100
414,4265,3.0,990714050
610,138210,3.5,1493849856
362,8961,4.0,1530639812
480,147,4.0,1179160762
28,55290,3.0,1235975952
423,653,2.0,1155285454
132,6291,3.5,1157924194
570,150,4.0,1181476644
109,283,2.0,841275803
19,2033,3.0,965709172
414,88163,4.0,1324237568
304,293,4.0,918413027
125,87869,4.0,1474481433
561,1321,4.0,1491092201
610,54286,5.0,1493845026
219,8810,1.0,1194740368
583,46578,3.0,1481474181
51,934,1.0,1230930567
73,6936,5.0,1464197277
113,1721,4.0,980051838
83,27397,4.0,1333170865
111,176329,4.0,1517440844
590,1245,4.0,1297830426
249,33493,4.0,1347318713
590,1214,4.5,1258420654
330,223,4.5,1285905257
608,3268,2.0,1117506221
600,2124,4.0,1237709196
279,99112,3.0,1506395784
555,1676,1.0,978841648
555,420,3.0,980125838
63,1136,5.0,1443199789
599,2289,3.0,1498523268
453,2167,4.0,1005968155
411,252,3.0,835532370
68,8810,2.5,1261623188
305,47200,5.0,1513198994
274,5047,4.0,1197186290
152,64620,4.0,1450867893
590,7840,4.0,1258418451
160,2918,2.0,971113579
318,81158,3.0,1299452905
1,954,5.0,964983219
594,539,5.0,1109036787
231,1240,4.0,1433089490
51,3186,4.5,1230930213
520,5265,4.0,1326688193
525,111759,4.5,1476475963
323,527,4.5,1422640057
182,6537,0.5,1066331257
474,7137,3.5,1083935937
414,3037,4.0,961513402
606,2289,4.0,1171228952
504,4034,4.5,1072066241
119,5995,4.5,1439148522
546,2085,2.0,973588258
318,55442,4.0,1327169225
298,89087,0.5,1447517910
600,1302,2.0,1237764437
562,2420,5.0,1368892042
462,80862,4.5,1471576709
130,588,2.0,832589546
599,999,3.0,1498524359
100,497,4.0,1100183808
318,158972,4.0,1507743283
606,4027,4.5,1171362762
448,1884,2.5,1444051656
34,3997,2.0,1162050228
414,3994,4.0,993651935
509,37830,2.5,1435992724
517,1552,1.5,1487957704
7,1610,4.0,1106635429
424,1968,3.5,1457844042
226,7458,2.5,1160003959
562,1249,4.5,1368890735
221,456,4.5,1119984246
414,1804,2.0,961518492
150,141,5.0,854203072
393,5630,2.0,1430507680
380,5882,3.0,1493473938
356,48744,4.5,1229140932
356,104,3.0,1232430472
